0
0.01
102
20000
1.02659,183.003,81474.9,0.549013
1.02655,183.602,81474.9,0.550797
1.02004,186.526,80740.6,0.560323
1.01657,188.614,80361.9,0.566961
1.0127,190.822,79935.9,0.574029
1.00885,193.019,79511,0.58108
1.0049,195.245,79075.9,0.58824
1.00088,197.49,78633.9,0.59548
0.996792,199.756,78184.2,0.602809
0.992624,202.044,77726.9,0.610224
0.988381,204.354,77262.2,0.617727
0.984061,206.684,76789.9,0.625319
0.979665,209.035,76310,0.632998
0.975192,211.406,75822.7,0.640766
0.970642,213.798,75327.9,0.648622
0.966015,216.211,74825.7,0.656568
0.961311,218.643,74316,0.664602
0.95653,221.095,73799.1,0.672726
0.951671,223.566,73274.8,0.680939
0.946735,226.057,72743.4,0.68924
0.941723,228.566,72204.8,0.697632
0.936634,231.094,71659.1,0.706112
0.931469,233.64,71106.5,0.714681
0.926228,236.204,70547,0.723339
0.920913,238.785,69980.9,0.732086
0.915522,241.383,69408.1,0.740921
0.910058,243.998,68828.8,0.749845
0.90452,246.629,68243.2,0.758857
0.89891,249.276,67651.3,0.767956
0.893229,251.938,67053.5,0.777142
0.887477,254.615,66449.8,0.786415
0.881656,257.307,65840.4,0.795775
0.875766,260.012,65225.5,0.80522
0.86981,262.731,64605.3,0.814751
0.863788,265.462,63980,0.824366
0.857703,268.206,63349.8,0.834065
0.851554,270.961,62714.9,0.843848
0.845344,273.728,62075.6,0.853713
0.839076,276.505,61432.1,0.863659
0.832749,279.293,60784.6,0.873687
0.826367,282.09,60133.4,0.883795
0.81993,284.895,59478.7,0.893982
0.813442,287.709,58820.8,0.904246
0.806904,290.53,58160,0.914588
0.800319,293.358,57496.6,0.925007
0.793687,296.192,56830.6,0.935499
0.787017,299.032,56162.9,0.946066
0.780294,301.876,55492.7,0.956701
0.773568,304.724,54823.3,0.967409
0.766741,307.576,54148.6,0.97818
0.760021,310.424,53482,0.989009
0.753046,313.3,52799,0.999985
0.746148,316.156,52123.9,1.01096
0.739234,319.018,51449,1.02201
0.732297,321.881,50774.1,1.03313
0.725337,324.744,50099.7,1.04431
0.718358,327.606,49426,1.05555
0.711362,330.466,48753.4,1.06685
0.704352,333.323,48082.1,1.07821
0.69733,336.178,47412.3,1.08963
0.6903,339.029,46744.5,1.1011
0.683265,341.876,46078.8,1.11263
0.676225,344.719,45415.6,1.1242
0.669185,347.556,44755,1.13583
0.662147,350.387,44097.4,1.1475
0.655113,353.211,43443,1.15923
0.648086,356.029,42792,1.171
0.641068,358.838,42144.7,1.18281
0.634064,361.641,41501.2,1.19468
0.627066,364.421,40862.7,1.20651
0.620123,367.264,40224.3,1.21873
0.613031,369.197,39661.8,1.22673
0.761133,298.717,54147.3,0.946538
0.869217,258.688,64844.9,0.800456
0.869137,258.103,64833.4,0.798682
0.879041,253.775,65879.7,0.783453
0.88482,250.968,66485.3,0.773784
0.89107,248.002,67143.2,0.763565
0.897047,245.133,67774.4,0.753726
0.902929,242.294,68397.3,0.744022
0.908683,239.494,69008.2,0.73449
0.914321,236.729,69608.4,0.725113
0.919846,233.997,70198,0.715883
0.925262,231.298,70777.3,0.706796
0.930572,228.631,71346.6,0.697844
0.935779,225.993,71906.1,0.689025
0.940885,223.385,72456,0.680333
0.945893,220.806,72996.4,0.671765
0.950803,218.255,73527.5,0.663317
0.955618,215.732,74049.3,0.654988
0.960341,213.237,74562.1,0.646773
0.964971,210.769,75065.9,0.638672
0.969511,208.327,75560.8,0.630681
0.973962,205.912,76046.9,0.622799
0.978325,203.523,76524.1,0.615025
0.982597,201.163,76992.8,0.60736
0.98678,198.827,77450.4,0.599804
0.990811,196.549,77900.2,0.592425
0.994669,194.286,78304.1,0.585227
0.997687,192.453,78708.2,0.579091
0.999356,190.381,78837.9,0.572866
0.999356,190.381,80000,0.56869
